#{"t_start": 1681299143.4816067, "env_id": "Walker2d-v2"}
r,l,t
278.754455,161,46.954536
269.663841,154,47.08361
195.276077,178,47.223768
305.167383,178,47.367972
343.369871,232,47.548957
393.200839,284,47.775087
257.286697,144,47.889078
57.913717,88,47.957576
281.031187,164,48.085961
273.933057,159,48.211178
311.757362,184,48.537775
-3.105025,13,48.547585
115.104742,197,48.702921
276.188264,167,48.834338
2.057829,14,48.845229
280.458936,181,48.988472
392.234534,247,49.183764
301.694872,180,49.32584
95.429126,133,49.431236
141.585918,212,49.599049
97.023743,139,49.708686
95.432583,132,49.816829
394.060103,302,50.056619
307.510759,192,50.401762
317.839208,194,50.555603
266.655356,156,50.679512
209.793046,103,50.765031
248.245033,166,50.896732
130.278168,85,50.963213
283.563655,177,51.103083
316.67054,205,51.265147
53.88159,61,51.313102
339.42767,222,51.489893
279.049853,173,51.625636
96.914222,166,51.757193
287.664773,174,51.895181
288.469911,173,52.228192
262.612472,207,52.395201
363.46115,230,52.580005
258.685176,152,52.702394
132.690365,181,52.848562
199.84486,121,52.943876
303.790776,193,53.100867
81.258363,117,53.194295
274.692271,155,53.316445
375.647,248,53.513093
117.876658,186,53.660419
288.854449,160,53.972908
331.169933,203,54.141745
273.993576,152,54.265955
308.756245,191,54.42104
358.786691,238,54.609559
251.264431,140,54.721779
258.666612,169,54.856198
253.010818,144,54.96555
243.876627,337,55.229107
360.693669,238,55.41909
301.381603,184,55.565654
251.609433,153,55.874301
100.336132,126,55.974083
298.675314,178,56.115073
234.656271,128,56.215953
274.017834,147,56.33267
240.859492,139,56.441711
247.361155,147,56.557642
225.698879,132,56.661037
228.200485,138,56.768794
164.552021,236,56.95493
253.876519,142,57.066263
296.428519,177,57.20662
308.372482,190,57.359173
194.635936,101,57.616846
275.53291,192,57.768177
3.926222,20,57.784066
123.729407,175,57.921884
234.985138,144,58.035227
319.193236,196,58.191618
314.193952,184,58.337317
393.045146,264,58.548373
315.25557,208,58.716366
256.241358,131,58.820114
252.421186,135,58.928797
243.62269,138,59.036302
291.870933,173,59.169664
358.789386,229,59.521387
205.840009,147,59.636383
184.74118,104,59.718078
303.863722,191,59.867485
220.208268,129,59.96823
225.072007,294,60.200197
194.627939,159,60.326621
247.403955,129,60.425419
235.020169,129,60.52777
384.135925,271,60.744015
312.545,186,60.902413
169.010518,121,60.997952
197.522793,119,61.255827
234.485005,132,61.360828
66.775709,100,61.443336
343.332364,218,61.615114
0.873753,13,61.625467
238.398687,155,61.748072
327.158501,191,61.900963
84.88699,138,62.0103
311.299977,211,62.176871
307.954542,179,62.317743
235.237715,117,62.409863
251.005296,138,62.523197
104.445331,164,62.655259
176.040103,88,62.724272
360.811071,236,63.104068
266.860446,140,63.214627
303.836815,217,63.387589
298.358249,179,63.530477
262.62531,140,63.641487
389.127714,258,63.850399
310.540417,171,63.987178
70.974074,117,64.080855
353.971278,227,64.269444
140.922245,193,64.423195
197.752078,102,64.505747
275.984126,169,64.872057
307.258618,180,65.021369
295.866486,181,65.156835
276.120911,148,65.262687
363.652266,251,65.458499
277.919705,154,65.580353
319.060419,197,65.74067
278.094462,161,65.87019
245.31872,131,65.976002
281.23709,163,66.108851
296.155083,184,66.254498
251.719821,174,66.392362
230.423751,123,66.661417
392.203253,261,66.872603
97.958626,155,66.996454
275.699888,170,67.130983
391.240113,272,67.342998
220.891169,237,67.526918
283.977214,202,67.690457
317.313374,192,67.844064
303.462545,171,67.979344
288.654452,163,68.109407
143.46528,197,68.267844
333.512527,213,68.639949
220.018179,121,68.736007
167.12994,202,68.897326
268.642543,152,69.017442
267.906281,183,69.163187
97.62329,116,69.257998
121.549885,171,69.394045
303.842404,174,69.527088
252.342959,165,69.65133
250.494998,131,69.751474
251.734684,164,69.883668
0.207509,20,69.901211
344.184915,223,70.07818
260.777732,147,70.395101
208.934094,104,70.488238
296.910437,185,70.642709
66.825858,99,70.721282
239.176862,127,70.82635
281.587436,152,70.94913
296.674668,178,71.093571
244.889041,148,71.21324
122.022824,178,71.354452
325.336786,189,71.504764
226.876612,147,71.621535
2.676769,19,71.63676
216.104848,114,71.726587
265.071796,182,71.87057
237.842461,124,72.162821
2.802668,19,72.180445
218.752856,115,72.277493
429.539882,298,72.520042
290.63262,195,72.681838
300.947083,173,72.826729
376.228611,286,73.055389
231.991869,114,73.142203
267.71921,145,73.25594
254.015503,131,73.359733
268.415218,144,73.476135
326.911759,212,73.649093
252.415381,134,73.755811
219.544113,117,74.042427
258.010633,155,74.165828
172.733536,90,74.236391
0.827661,13,74.246602
283.308138,156,74.372098
79.414154,142,74.48318
263.679159,149,74.602187
470.094793,394,74.919694
277.087091,167,75.055002
231.000539,121,75.151445
314.875527,180,75.297223
188.912237,101,75.378995
9.36272,22,75.396595
15.495428,33,75.423275
305.640657,167,75.555727
312.457618,186,75.878905
273.895651,160,76.003752
366.062596,228,76.187421
0.436079,22,76.204711
283.270061,150,76.322775
413.50277,319,76.576273
293.973978,186,76.721882
205.147096,119,76.815209
275.827641,162,76.943233
237.18343,141,77.053717
308.734697,173,77.191681
277.740417,166,77.318499
303.994126,185,77.632873
267.084517,151,77.747966
199.929072,109,77.831821
73.10078,114,77.923536
422.004702,318,78.177365
288.374032,163,78.307423
339.927919,204,78.469
287.88945,188,78.617408
312.609988,184,78.760783
349.662493,227,78.940087
316.371164,198,79.096838
216.89478,145,79.210315
254.801936,128,79.492692
4.832784,18,79.506846
229.746404,134,79.608965
308.408433,162,79.73271
291.754035,160,79.854843
86.756542,164,79.98132
117.477549,182,80.121871
112.936782,165,80.251401
368.783106,237,80.43637
254.274267,128,80.533048
283.6815,166,80.658917
265.572732,144,80.771762
334.026638,191,80.924516
315.310669,197,81.247765
305.102718,206,81.41507
300.78624,175,81.547316
246.114089,164,81.676034
338.453613,226,81.851889
84.363421,135,81.957909
332.914056,193,82.10925
278.983025,155,82.231662
380.537821,268,82.441387
101.831794,166,82.572907
266.01661,140,82.681986
332.924341,194,83.017565
360.857068,209,83.176398
318.722104,196,83.325593
301.656314,196,83.474761
325.164149,180,83.611954
258.016994,141,83.719282
411.054147,263,83.924223
-2.099434,18,83.937713
259.67169,142,84.04573
284.556376,151,84.160583
335.102507,207,84.318228
292.648492,169,84.446269
250.868061,146,84.742137
401.670212,253,84.942304
99.710451,160,85.06795
347.850363,221,85.235159
340.648809,180,85.372007
63.397534,74,85.427774
311.123649,165,85.552953
333.228272,197,85.702676
305.722391,168,85.829443
352.001814,191,85.973791
330.895727,182,86.110696
334.315949,200,86.445891
342.931031,192,86.604909
292.670951,156,86.727239
324.466119,194,86.879336
292.002439,147,86.9955
370.73934,219,87.168377
326.351494,177,87.307885
352.854389,208,87.471768
348.49962,193,87.622301
415.998395,302,87.861806
277.881801,142,87.976062
357.278684,216,88.334884
337.113359,189,88.479103
301.136425,168,88.606761
223.401471,128,88.703345
261.920239,143,88.810928
308.261548,157,88.929111
304.908485,142,89.03631
358.076846,196,89.182429
353.321691,189,89.325296
213.248198,126,89.419838
314.85288,183,89.556489
96.067445,143,89.665557
140.434697,139,89.771462
372.927036,197,90.106814
82.621462,117,90.199265
78.65818,175,90.337097
358.862958,224,90.51324
277.443506,175,90.652434
342.903635,228,90.832539
264.438089,172,90.967609
436.844945,312,91.214658
263.889933,156,91.338841
384.647022,218,91.510899
420.79015,239,91.907184
377.18663,210,92.073459
365.754807,217,92.247914
340.931639,190,92.39724
336.522584,179,92.543685
279.942021,140,92.653941
340.725281,196,92.807863
349.334169,193,92.962462
333.978013,171,93.099878
271.898001,166,93.230576
299.159068,160,93.354916
346.156173,181,93.666625
322.15201,160,93.792474
387.59773,223,93.970917
416.864898,281,94.194271
250.837287,128,94.294717
160.051756,293,94.527913
427.1969,272,94.744307
370.430061,219,94.914792
296.691255,161,95.040513
276.080437,138,95.144749
316.987277,183,95.48078
343.239161,193,95.631643
365.78212,219,95.803548
46.948752,74,95.861454
406.414461,247,96.056146
307.251421,196,96.209532
369.409331,232,96.392517
230.085754,114,96.480887
258.596089,127,96.579711
381.060288,191,96.72935
379.743341,204,96.890151
366.840353,195,97.232039
335.202455,178,97.371925
119.660113,183,97.517031
386.735551,200,97.675163
285.813651,147,97.791862
361.510493,222,97.965873
315.405715,166,98.096358
332.817174,177,98.234152
380.080015,209,98.397553
245.988349,128,98.497466
313.307503,163,98.626686
83.260036,135,98.732717
307.739601,177,99.062973
314.338141,150,99.183072
340.881604,170,99.316025
370.45181,218,99.487551
425.897531,251,99.68519
333.806751,167,99.815758
287.176544,136,99.921018
32.136881,84,99.986959
288.460955,154,100.107983
339.218916,176,100.247481
328.046909,175,100.398669
394.625654,202,100.556739
120.853087,201,100.896267
314.106218,181,101.037918
339.839839,182,101.183386
481.566699,338,101.442332
375.785922,180,101.586829
348.861378,212,101.753358
458.810883,273,101.96928
217.18992,294,102.202101
351.395303,205,102.363801
300.218124,174,102.672725
360.261864,184,102.816225
348.517675,188,102.964209
376.9718,189,103.112088
386.486902,200,103.270682
372.89343,246,103.469517
373.909821,190,103.617634
213.079155,113,103.705053
458.013356,261,103.912805
400.028332,194,104.065771
296.09593,151,104.187781
331.948226,160,104.503823
404.646091,201,104.663681
348.363936,195,104.817625
242.510595,122,104.91285
372.325029,196,105.068858
350.020178,175,105.203448
332.967665,166,105.332053
303.318808,167,105.462295
309.735031,168,105.592667
337.260762,163,105.718801
383.277374,226,105.896301
290.401393,156,106.207234
423.084482,233,106.397145
367.883829,193,106.547478
414.1812,214,106.714303
340.179557,178,106.852769
398.992424,234,107.030634
346.762932,183,107.173416
306.540988,163,107.299935
396.962805,212,107.462231
339.120991,171,107.596369
452.191016,257,107.797554
353.482207,174,108.117538
271.694635,128,108.210266
456.426466,247,108.404984
350.116186,186,108.550335
419.621528,201,108.706825
396.949118,208,108.869188
373.47636,185,109.013746
368.331762,188,109.161468
127.886607,185,109.307959
102.757646,169,109.441628
338.284904,166,109.571611
414.670552,209,109.913909
377.606486,216,110.083257
338.964301,165,110.212037
327.09682,184,110.357208
343.330392,175,110.494519
388.492736,211,110.660482
598.43038,405,110.980442
370.890935,195,111.138731
440.931712,211,111.302746
336.67051,181,111.661121
355.1955,192,111.807803
388.366169,198,111.956755
351.95627,187,112.098177
394.819018,234,112.276512
441.159385,258,112.477754
390.788422,209,112.636063
138.545621,205,112.797811
323.766819,186,112.943244
397.73141,204,113.101453
357.078616,177,113.427956
353.509477,169,113.555617
331.988589,177,113.68896
395.451473,231,113.863256
137.724583,206,114.019886
395.978705,230,114.193684
322.147007,158,114.319064
44.382558,47,114.355691
296.680531,176,114.493312
311.411616,162,114.615363
387.436061,204,114.777484
352.199232,188,114.924778
362.732206,187,115.253723
368.428818,207,115.41484
310.874211,166,115.544312
348.524702,186,115.685033
414.610403,241,115.872285
395.396932,220,116.043896
366.651819,204,116.199924
381.874197,212,116.366079
339.148916,164,116.494158
422.325419,224,116.66909
382.776815,201,117.015872
335.510846,174,117.154055
477.492722,258,117.355007
412.890665,219,117.5242
455.851852,240,117.713568
334.115679,170,117.84767
314.230008,142,117.959143
353.554836,166,118.088504
373.3456,187,118.236343
345.857984,178,118.377084
489.27458,290,118.790759
469.953885,286,119.009029
417.972347,211,119.174593
146.534317,178,119.315974
380.76619,192,119.46678
398.732156,233,119.64955
431.562303,222,119.825168
22.9437,69,119.878921
367.579351,194,120.033725
388.049379,216,120.20279
388.924594,184,120.533838
349.473659,190,120.68292
375.227876,227,120.863796
504.152315,257,121.068518
471.949614,271,121.282335
398.447243,223,121.455948
64.687833,156,121.576476
353.21454,190,121.725765
352.086086,168,121.860729
338.624077,159,121.984324
350.699832,171,122.313102
358.044705,176,122.451138
294.514918,141,122.560653
398.495769,202,122.721494
426.974978,222,122.896094
390.030902,201,123.055573
344.964668,199,123.212433
396.380178,262,123.419401
401.644817,215,123.588111
365.470605,198,123.745021
429.06131,213,124.10676
344.036648,163,124.236141
399.682411,206,124.398241
353.448989,183,124.541709
383.296116,196,124.69605
324.920431,184,124.840379
435.382851,251,125.038325
386.963055,213,125.205267
412.505833,234,125.387994
384.154036,205,125.55028
331.03622,163,125.677545
466.007003,293,126.083684
443.88597,249,126.277583
365.120833,189,126.425387
408.516419,205,126.586228
441.241529,216,126.75852
403.787817,200,126.900947
482.419704,286,127.121372
290.390977,153,127.237031
412.626773,216,127.407602
393.698341,231,127.805703
320.696815,168,127.938419
418.829315,564,128.380821
416.749274,213,128.554511
346.350019,162,128.681935
291.678274,164,128.811765
295.334824,171,128.949011
359.611327,221,129.127292
466.611919,245,129.510585
412.77971,227,129.691087
400.252829,208,129.849483
362.357176,189,129.988263
357.518965,181,130.126735
366.221999,196,130.279802
349.261607,172,130.411763
386.539615,217,130.58165
376.356432,191,130.733393
322.83926,183,130.87654
406.554252,211,131.043952
332.154894,154,131.347898
544.048093,373,131.645481
322.837975,178,131.783669
361.491214,196,131.938192
412.486483,210,132.103256
380.447573,201,132.258302
408.07689,242,132.448673
67.063335,161,132.57497
460.083242,292,132.805825
450.025002,265,133.198663
352.219276,204,133.358927
313.184963,154,133.479657
355.369701,164,133.60812
377.291746,194,133.759584
418.309852,203,133.919637
331.816364,170,134.052286
347.065397,189,134.19586
102.905988,82,134.254584
421.482069,251,134.449155
403.000995,209,134.614065
18.111433,27,134.634965
491.737742,359,135.105187
324.796861,182,135.248492
334.8082,163,135.375184
351.589196,168,135.506657
340.067972,179,135.646737
410.258848,216,135.815658
459.499907,242,136.00549
336.783534,162,136.132482
332.517182,160,136.256852
366.920912,182,136.400048
408.36797,212,136.721304
104.409017,177,136.863046
398.104186,192,137.013323
396.060673,211,137.171047
307.466494,150,137.287694
374.254059,179,137.428695
374.426012,193,137.575788
418.233588,247,137.761491
354.025727,165,137.885193
355.44746,175,138.016941
347.82316,161,138.137407
398.162295,202,138.464195
376.755364,208,138.620296
424.577909,184,138.758383
388.309661,219,138.922876
427.810487,200,139.073054
356.684562,171,139.200983
372.404436,178,139.334154
337.963642,172,139.463303
354.45918,189,139.605161
455.399368,261,139.804354
364.065035,162,140.09322
424.247021,225,140.263496
394.137295,195,140.413634
578.116764,384,140.715204
417.937997,201,140.872698
387.298154,179,141.007338
380.043259,192,141.151531
402.442669,201,141.301658
442.380606,216,141.463974
424.758622,196,141.61142
354.83203,187,141.944177
389.329325,202,142.103888
408.049737,247,142.293167
427.58231,221,142.468836
353.715844,171,142.605708
346.665074,190,142.754161
418.805271,220,142.924073
463.541419,250,143.120973
259.684662,128,143.220299
343.056523,185,143.369877
391.366891,187,143.69098
320.950655,163,143.818976
358.720324,172,143.954349
336.857952,161,144.079285
407.703934,199,144.235901
354.612421,187,144.382663
329.314199,151,144.499933
394.539338,197,144.653633
384.80877,192,144.804618
395.235749,200,144.962148
428.727346,204,145.122729
350.76509,180,145.447884
129.380595,193,145.599572
425.850653,215,145.76895
35.460313,115,145.858652
310.186014,158,145.982325
51.318672,133,146.086675
361.966338,192,146.23735
361.883715,182,146.3793
411.024259,210,146.544684
401.138579,197,146.700466
415.30651,207,146.864745
449.152966,220,147.21356
446.312939,239,147.401046
345.01235,163,147.527706
266.7539,199,147.685297
547.289667,335,147.941755
469.601298,251,148.138099
384.545822,188,148.282438
436.856622,222,148.451303
481.976096,268,148.658024
426.393543,220,148.995482
416.830676,211,149.162344
473.375204,230,149.338065
445.772074,231,149.51444
418.843203,186,149.660089
409.565944,209,149.823462
382.913412,206,149.986355
341.12503,167,150.116942
418.995049,196,150.26984
399.354851,192,150.431495
413.838064,205,150.781881
377.59919,185,150.92764
400.288686,192,151.07883
352.067951,180,151.21962
471.599781,244,151.410896
346.274174,180,151.551609
339.27851,151,151.668853
362.068687,185,151.813777
407.237063,214,151.981187
402.049592,210,152.146107
370.85881,193,152.298445
369.450935,181,152.627474
471.471987,216,152.79659
401.93884,214,152.964147
416.294859,202,153.1228
401.478972,229,153.304673
442.760145,201,153.462655
350.317241,163,153.591177
367.627229,166,153.721237
371.915092,189,153.869548
381.977046,205,154.031217
428.219759,203,154.379311
364.904911,180,154.520159
412.851644,203,154.679145
404.737678,190,154.827567
427.765207,197,154.981305
390.151165,189,155.132665
369.825613,183,155.278627
405.719175,189,155.426986
434.997034,211,155.592936
352.273726,167,155.723352
410.014674,187,155.8703
440.712322,200,156.208385
381.736914,174,156.365008
403.895716,227,156.571291
367.863332,159,156.716411
344.82286,163,156.848303
384.815608,205,157.011111
293.650343,149,157.132129
455.864061,219,157.301798
403.0536,201,157.461242
393.986496,186,157.611934
374.197097,185,157.758999
541.510685,285,158.177458
388.579351,166,158.307314
358.532291,176,158.446062
408.24326,198,158.602581
317.606495,143,158.71604
394.070785,204,158.881861
376.956726,187,159.027621
363.640865,161,159.154053
405.830654,200,159.31427
468.357756,230,159.498842
447.874095,218,159.854887
430.937198,195,160.010036
405.598637,165,160.136
355.108202,159,160.261138
424.03863,200,160.413451
393.52796,171,160.546915
371.878466,164,160.673331
378.747554,172,160.806852
456.319988,211,160.972113
358.563175,155,161.091535
455.046871,248,161.286853
418.527515,179,161.598342
387.323228,204,161.757265
441.516047,198,161.914834
453.209503,232,162.100991
395.935201,181,162.24391
407.198024,202,162.435523
363.009165,188,162.602295
321.857721,158,162.730122
527.226179,281,162.961053
432.079036,203,163.123931
414.142496,207,163.479271
537.527519,300,163.71805
